"Place_Id","Place_Name","Description","Category","City","Price","Rating","No.Telepon","Coordinate","Latitude","Longitude"
"53","Peta Park","Bandung seperti tidak henti menawarkan tempat wisata menarik untuk dikunjungi. Terutama untuk para anak muda. Beberapa waktu lalu Peta Park Bandung dibuka. Tempat wisata yang menawarkan konsep taman-taman yang bersih dan indah. Sangat cocok sebagai tempat bersantai dan menghindari hiruk-pikuk kota. Taman rekreasi yang ada di pusat kota Bandung ini memiliki konsep taman piknik. Karena hal tersebut, saat berada di sini, pengunjung tidak hanya bisa berfoto. Akan tetapi juga bisa melakukan kegiatan yang lainnya misalnya berpiknik.","Taman Hiburan","Bandung","15000","4.3","(022) 20560735","{'lat': -6.9317951, 'lng': 107.5883026}","-6.9317951","107.5883026"
"54","Masjid Daarut Tauhiid Bandung","pada bulan Juli 1993 berdirilah sebuah masjid berlantai tiga, tepatnya di Jalan Gegerkalong Girang nomor 38 Bandung. Masjid ini sering dijuluki sebagai masjid seribu tangan karena dibangun secara gotong royong oleh ribuan masyarakat dan jamaah Daarut Tauhid. Pada saat itu, di bagian bawah bangunan Masjid Daarut Tauhid dialokasikan sejumlah kamar tidur yang berfungsi sebagai asrama santri putri atau akhwat yang berkapasitas 70 orang. Adapun lantai dua dan tiga difungsikan untuk shalat sedangkan lantai satu dijadikan area untuk toko (minimarket), ruang khusus akhwat, ruang wudhu, dan kamar mandi. Pada tahun 2015 dilakukan pembangunan perluasan dan renovasi Masjid Daarut Tauhid Bandung secara besar-besaran. Peletakan batu pertama pembangunan masjid dilakukan pada Kamis, 29 Januari 2015. Dua tahun kemudian tepatnya tanggal 20 November 2017 Masjid Daarut Tauhiid rampung pembangunannya dan diresmikan oleh KH. Abdullah Gymnastiar selaku Pembina Pesantren Daarut Tauhiid. Masjid hasil renovasi terbaru dibangun 4 lantai plus basement satu lantai. Pintu masjid terpisah antara ikhwan dan akhwat. Front Office (FO) DKM juga ada pada masing-masing area. Tempat wudhu dan kamar mandi dekat dengan pintu masuk. Salah satu hal yang membedakan Masjid Daarut Tauhid dengan masih lain adalah sangat bersahabat dengan jamaah difabel, yaitu dengan memfasilitasi lift khusus untuk mereka agar memudahkan mereka menaiki ruangan masjid hingga ke lantai 4. Selain itu juga dilengkapi kamar mandi khusus difabel yang terpisah antara ikhwan dan akhwat.","Tempat Ibadah","Bandung","0","4.9","085722237810","{'lat': -6.863526999999999, 'lng': 107.5899194}","-6.863526999999999","107.5899194"
"55","Masjid Agung Trans Studio Bandung","Masjid Agung Trans Studio Bandung (TSB) berdiri megah. Rumah ibadah seluas 4.000 meter persegi bergaya Timur Tengah ini menjadi oase di tengah-tengah pusat perbelanjaan dan tempat rekreasi. konsep masjid modern yang mengadopsi ala Timur Tengah ini berdasarkan arahan Chairul Tanjung (CT), selaku pemiki CT Corp. Dia langsung menerawang guna mewujudkan desain Masjid Agung TSB yang kental dengan sentuhan Masjid Nabawi.","Tempat Ibadah","Bandung","0","4.8","085795854747","{'lat': -6.925963500000001, 'lng': 107.6354278}","-6.925963500000001","107.6354278"
"56","Tektona Waterpark","Tektona Waterpark sebuah wahana yang memberikan sensasi bermain air bersama keluarga dan sahabat anda, memberikan keceriaan bagi anak-anak maupun pengunjung dewasa dengan fasilitas modern diantaranya Kolam Ombak dan Kolam Arus, Kolam Anak dan Balita, Semi Olympic serta Mini Slider untuk anak-anak dan Mega Slider untuk dewasa dengan ketinggian hampir dari 30 meter, yang akan memicu adrenaline para pengunjung. Selain itu wahana Tektona Waterpark juga menyediakan pojok kuliner, gazebo serta jasa pompa dan foto aksi yang dapat diperoleh di sudut wahana Tektona Waterpark, dan juga selalu tersedia ruang ganti serta ruang bilas di dalam kawasan Tektona Waterpark.","Taman Hiburan","Bandung","60000","3.8","(022) 85939653","{'lat': -7.009602199999999, 'lng': 107.6062161}","-7.009602199999999","107.6062161"
"57","Curug Cilengkrang","Curug Cilengkrang bisa menjadi pilihan tujuan objek wisata alam di Bandung. Menawarkan area hutan sejuk serta area air terjun yang menyegarkan. Meski tidak besar, kawasan air terjun cukup bisa untuk menenangkan dan kembali menyegarkan wisatawan. Seolah bertolak belakang dari hingar bingar kota Bandung. Curug Cilengkrang menawarkan wisata alam yang tenang dan begitu hijau. Air terjun yang mempesona, serta hutan dengan pepohonan yang begitu asri. Dimana, tempat ini juga menjadi habitat hidup berbagai satwa liar yang masih terjaga.","Cagar Alam","Bandung","7500","4","0817613246","{'lat': -6.8908877, 'lng': 107.7307085}","-6.8908877","107.7307085"
"58","Pasar Baru","Pasar Baru adalah kawasan perdagangan yang berpusat di Jalan Pasar Baru, Kelurahan Pasar Baru, Kecamatan Sawah Besar, Jakarta Pusat. Pusat perbelanjaan ini didirikan pada tahun 1820, dan merupakan pusat perbelanjaan tertua di Jakarta.Ujung selatan Jalan Pasar Baru berbatasan dengan Jalan Antara dan Jalan Pasar Baru Selatan, serta Jalan Pos yang berdekatan dengan Gedung Kesenian Jakarta. Ujung utara Jalan Pasar Baru berbatasan dengan Jalan Kyai Haji Samanhudi, dekat Metro Pasar Baru dan Jalan Gereja Ayam. Di sisi kiri dan kanan Jalan Pasar Baru terdapat toko pakaian, toko tekstil dan tailor, toko alat olahraga dan sepatu, toko kacamata, dan toko perhiasan emas.\nDi Pasar Baru banyak bermukim orang India-Indonesia. Orang India-Indonesia berdagang menjual kain, alat olahraga, dan sepatu di Pasar Baru. Pada tahun 2002 ada sekitar 2.000 keluarga India yang terdaftar sebagai penduduk Jakarta, dan sebagian besar di antara mereka tinggal di pusat kota, khususnya di kawasan Pasar Baru dan Pintu Air. Di kawasan Pasar Baru juga terdapat tempat ibadah masyarakat India-Indonesia.\n\n","Pusat Perbelanjaan","Bandung","0","4.3","081383535791","{'lat': -6.9177044, 'lng': 107.6036014}","-6.9177044","107.6036014"
"59","Taman Sejarah Bandung","Taman Sejarah Bandung adalah taman yang terletak di belakang Balai Kota Bandung, kompleks Pemerintahan Kota Bandung. Taman ini berfungsi untuk mengenalkan sejarah di Kota Bandung. Taman ini dilengkapi informasi mengenai pemimpin kota Bandung dari masa ke masa. Pembangunan taman ini menghabiskan anggaran sekitar 3,5 miliar rupiah.","Budaya","Bandung","0","4.6","(022) 1234567","{'lat': -6.9103086, 'lng': 107.6098619}","-6.9103086","107.6098619"
"60","Roemah Seni Sarasvati","Roemah Seni Sarasvati adalah sebuah galeri yang berlokasi di Jl. Jendral Sudirman 137, Bandung. RSS merupakan project utama Sarasvati Arts Management yang dibangun dengan tujuan untuk memperkenalkan berbagai keragaman seni budaya. RSS juga merupakan tempat bertukar gagasan dan kepedulian untuk menciptakan identitas unik bagi Kota Bandung serta merawat kreativitas dan pengetahuan. Salah satu program kerja yang sedang dirancang adalah Grote Postweg Art Project.","Budaya","Bandung","0","4.4","(022) 4232986","{'lat': -6.9204173, 'lng': 107.5996425}","-6.9204173","107.5996425"
"61","Puspa Iptek Sundial","Puspa Iptek Sundial adalah wahana pendidikan yang terletak di kawasan Kota Baru Parahyangan, Padalarang, Bandung, Jawa Barat. Puspa Iptek Sundial diresmikan pada tanggal 11 Mei 2002, bertepatan dengan momen Hari Pendidikan Nasional. Keberadaan Puspa Iptek Sundial merupakan upaya penting bagi perwujudan Kota Baru Parahyangan sebagai Kota Mandiri yang berwawasan pendidikan. Mulai tahun 2013 area alat peraga di Puspa Iptek Sundial juga diperluas serta fasilitasnya diperlengkap, seiring dengan semakin tingginya minat dan kepedulian masyarakat terhadap dunia sains dan teknologi.","Taman Hiburan","Bandung","25000","4.4","087816636748","{'lat': -6.852207999999999, 'lng': 107.493882}","-6.852207999999999","107.493882"
"62","Masjid Salman ITB","Masjid Salman ITB adalah masjid kampus yang terletak di Jalan Ganesha 7, Lebak Siliwangi, Coblong, Kota Bandung atau tepat di depan area Kampus ITB Ganesha. Dengan luas lahan 7800 m2 dan luas bangunan masjid 1225 m2, Masjid Salman dilengkapi dengan berbagai fasilitas penunjang seperti kantin, air minum gratis, mini market, dan ruang serbaguna. Masjid yang dibuka pada tahun 1972 ini merupakan masjid kampus pertama di Indonesia.","Tempat Ibadah","Bandung","0","4.8","(022) 2530708","{'lat': -6.893664299999999, 'lng': 107.611271}","-6.893664299999999","107.611271"
"63","Curug Aseupan","Curug Aseupan berada di kawasan Curug Tilu Leuwi Opat. Curug ini merupakan bintang utama dari beberapa curug di sini. Jika diceritakan, kecantikannya bisa lah buat mengisi galeri dan feed instagram. Curug ini sendiri berada di Dusun Ciwangan, Kelurahan Cihanjuang rahayu, kecamatan Parangpong, Kabupaten Bandung Barat. Sekitar 9 KM dari Lembang yang jarangnya cukup berdekatan dengan Curug Cimahi. Bukan hanya menyajikan pemandangan air terjun, di sekitar curug juga terdapat area camping ground yang cukup luas.","Cagar Alam","Bandung","10000","4.7","(022) 4234868","{'lat': -6.7875652, 'lng': 107.5822844}","-6.7875652","107.5822844"
"64","Curug Anom","Curug Anom adalah sebuah air terjun yang memiliki dinding batu atau tebing berbentuk flat, sehingga sekilas terlihat seperti tembok, padahal ini nyata tebing batu yang memiliki permukaan rata dengan ketinggian kurang lebih 30 meter. Lokasi Curug Anom berada dalam kawasan obyek wisata Natural Hill Lembang, tepatnya di Jln. Kolonel Masturi, Kec. Cisarua, Kab. Bandung Barat, Jawa Barat. Meskipun debit air di Curug Anom Lembang ini tidak terlalu besar, namun karena ukuran tebing yang sangat tinggi, maka cipratan air yang jatuh dari atas akan terasa seperti hujan lokal. Aliran air yang jatuh mengikuti permukaan dinding tebing yang rata dan kemudian membentur dasar air terjun terlihat seprti seuntai kain sutra yang menghiasi dinding batu.","Cagar Alam","Bandung","0","4.6","085156270730","{'lat': -6.811600899999998, 'lng': 107.5695213}","-6.811600899999998","107.5695213"
"65","Taman Badak","Taman Badak ini baru saja diresmikan pada tanggan 19 Desember 2017 oleh Bapak Ridwan Kamil sebagai Wali Kota Bandung. Terdapat Patung Badak yang berusia puluhan tahun di taman ini yang menjadi ikonnya. Patung Badak tersebut direvitalisasi, sehingga kini tampilannya baru dan menjadi spot foto favorit bagi para pengunjung. Selain Patung Badak, juga terdapat Patung Dewi Sartika yang berada di samping Taman Badak yang juga turut direvitalisasi, tetapi Patung Dewi Sartika ini bentuk awalnya kecil dan kini telah diperbesar.","Taman Hiburan","Bandung","0","4.5","081953581858","{'lat': -6.9132752, 'lng': 107.6094908}","-6.9132752","107.6094908"
"66","Taman Film","Taman Film adalah salah satu taman tematik dan ruang terbuka publik di Kota Bandung yang terletak di bawah Jembatan Pasupati, Bandung, Jawa Barat. Taman ini diresmikan oleh Wali kota Bandung, Ridwan Kamil, pada tanggal 14 September 2014. Taman ini memiliki konsep bioskop terbuka yang modern agar warga dapat beraktivitas di taman dan mendapat sarana menonton film secara gratis. Taman Film dikelola Komunitas Film Bandung dan Dinas Pertamanan Kota Bandung.","Budaya","Bandung","0","4.3","085759773470","{'lat': -6.8986869, 'lng': 107.6077451}","-6.8986869","107.6077451"
"67","Museum Nike Ardilla","Museum Nike Ardilla diresmikan atau dibuka untuk umum tepat di hari dimana almarhumah Nike Ardilla jika masih hidup berusia 21 tahun. Diresmikan langsung sendiri oleh pihak keluarga yaitu ayahnya sendiri (Almarhum) R.Eddy Kusnaedi dengan pemotongan kue ulang tahun, dan disaksikan langsung di depan komunitas Nike Ardilla Fans Club. Museum ini menempati sebuah bangunan Rumah yang akan menjadi saksi bisu serta menyimpan segala kenangan Nike Ardilla selama hidupnya, dan populer juga dengan sebutan Rumah Nike Ardilla (RNA). Sahabat travelerâ€™s, Konsep dasar bangunan Rumah Nike Ardilla (RNA) ini adalah merupakan paduan desain yang menyerupai Planet Hollywood, Hard Rock Cafe dan Museum pada umumnya yang biasa kita lihat. Museum Nike Ardilla ini menempati bangunan 2 lantai seluas 500 meter persegi, dimana lantai pertama digunakan sebagai tempat tinggal keluarga almarhumah Nike Ardila. Sementara di lantai 2 Museum, selain digunakan sebagai ruang pamer barang koleksi Nike Ardilla, Aksesoris serta benda-benda pribadi miliknya, anda juga bisa menyaksikan seperti apa sih ruang pribadi berupa kamar Nike Ardilla dengan segala isinya.","Budaya","Bandung","0","4.6","081572115999","{'lat': -6.9406015, 'lng': 107.6725445}","-6.9406015","107.6725445"
"68","Mountain View Golf Club","Selamat Datang di Mountain View Golf Club Dago Pakar Bandung. Golf Course dengan 72 par, 18 hole telah dirancang oleh Juara dunia 5 kali asal Inggris Peter Thompson dan tentu saja achitect terkenal Ross Peret, terletak di dalam kompleks perumahan bergengsi hanya 30 menit dari bandara internasional Bandung atau 20 menit dari pusat kota. Pegolf dan pengunjung yang duduk di barisan depan akan disajikan pemandangan dari Club House dan lapangan golf di pegunungan dekat dengan kota Bandung. Dilengkapi fasilitas kelas dunia, lengkap dengan kamar Vip, Ruang Pijat, Loker mewah untuk pria dan wanita, Champions Bar, Restoran dan Toko Golf yang berdekatan dengan pintu masuk lobi.","Cagar Alam","Bandung","375000","4.4","(022) 2536089","{'lat': -6.8629384, 'lng': 107.6482191}","-6.8629384","107.6482191"
"69","Gunung Lalakon","Gunung Lalakon merupakan sebuah gunung yang terdapat di Kampung Jelegong, Desa Badaraksa, Kecamatan Kutawaringin, Kabupaten Bandung, Jawa Barat dan memiliki ketinggian 870 meter. Gunung Lalakon terkenal dikarenakan bentuknya yang menyerupai kerucut sempurna atau piramida.\nGunung Lalakon dikenal juga dengan nama Gunung Sabelas karena di puncak gunung ini terdapat dua buah tower PLN yang bila dilihat dari kejauhan membentuk angka 11, tower milik PLN ini terhubung dengan PLTA Saguling. Sehingga, untuk keamanan tower beserta fungsinya inilah yang menjadikan perijinan ke gunung ini sedikit ketat, tidak mengagetkan ketika akan mendekati puncak banyak bambu yang dirintangkan ke jalur dengan tujuan menutup jalur pendakian .\nSelain keberadaan tower milik PLN, di gunung ini juga terdapat beberapa situs batuan, seperti Batu Lawang, Batu Pabiasan, Batu Warung, Batu Pupuk, Batu Renges, Batu Gajah, dan sebuah Batu Panjang yang terletak di atas puncak. Menurut salah seorang tokoh masyarakat Kampung Badaraksa, Abah Acu, ""secara filosofis, Gunung Lalakon adalah perlambang sebuah lakon dari kehidupan manusia. Batu-batu tadi merepresentasikan berbagai profesi (lakon) yang dipilih oleh manusia.""\nPemandangan dari gunung ini cukup bagus, seluruh sudut Kabupaten Bandung bisa terlihat dari puncaknya, termasuk pemandangan Waduk Saguling di sebelah barat. Beberapa sisi gunung ini sudah rusak oleh aktivitas galian liar (galian C), seperti di area Cipatik di sisi utara dan area Situwangi di sisi barat.","Cagar Alam","Bandung","0","4.8","083811792360","{'lat': -6.958055600000001, 'lng': 107.5205556}","-6.958055600000001","107.5205556"
"70","Sendang Geulis Kahuripan","Wilayah ini lebih tepatnya berada di RPH Cikalong Wetan, BKPH Padalarang Perum Perhutani BKPH Bandung Utara. Dilihat dari kawasannya, mengingatkan saya kepada salah satu objek wisata yang berada di jawa tengah. Lebih tepatnya berada di klaten, Umbul Ponggok namanya. Bagi Sobat Native yang sudah pernah ke Umbul Ponggok, objek wisata sendang ini hampir sama persis. Hanya saja, di kawasan ini digunakan secara serba guna. Maksud dari serba guna adalah. Sumber mata air yang keluar dari objek wisata ini digunakan juga oleh sebagian masyarakat sekitar sebagai tempat mencuci. Tunggu dulu, jangan merasa jijik dahulu. Sumber mata air yang menghasilkan sendang ini hampir setiap menit mengalir air-air bersih.","Cagar Alam","Bandung","10000","4.3","081214048781","{'lat': -6.7495268, 'lng': 107.478658}","-6.7495268","107.478658"
"71","Lereng Anteng Panoramic Coffee Place","Lereng Anteng Panoramic Coffee adalah sebuah tempat tongkrongan asyik berupa cafe and resto dengan perpaduan antara kafe dan spot wisata alam. Tempat makan satu ini dibuka sejak tanggal 1 Juni 2016 lalu dengan menempati luas areal sekitar 500 mÂ² dan hadir mengusung konsep cozy. Nama kafe ini diambil dari kata Lereng yang artinya tempat di pinggiran dataran tinggi dan Anteng (bahasa Sunda) memiliki arti tempat dengan suasana nyaman. Selain menyajikan aneka menu makanan dan minuman, Lereng Anteng Panoramic Coffe juga menyuguhkan view yang begitu luar biasa indahnya","Cagar Alam","Bandung","50000","4.4","081223222595","{'lat': -6.842535, 'lng': 107.622698}","-6.842535","107.622698"
"72","Masjid Pusdai","Masjid PUSDAI (pusat dakwah islam) dibangun dalam arsitektur asli di Indonesia, dengan bentuk bentuk yang khas atap Limas. Aplikasikan pada semua atap bangunannya dengan dipadu berbagia gaya arsitektur masjid masjid di seluruh penjuru dunia Islam. Uniknya daripada yang lain, ternyata ada pada bagian kubah (atap masjid) yang terbuat dari sebuah kayu. Sebagian ornamen pada masjid ini, terbuat dari kayu dan terkesan alami dan begitu kuat. Batu marmer juga ikut mendominasi bangunan masjid dengan beberapa hiasan bermotif etnis dalam pola kaligrafinya yang terdapat di bangunan masjid PUSDAI.","Tempat Ibadah","Bandung","0","4.7","(022) 7217531","{'lat': -6.9000672, 'lng': 107.62587}","-6.9000672","107.62587"
"73","Masjid Al-Imtizaj","Masjid Al Imtizaj adalah salah satu masjid yang bernuansa oriental dan arsitektur bercorak negeri tirai bambu yang berada di Kota Bandung. Letak masjid ini lebih tepatnya berada di Jalan Banceuy nomor 8, Kota Bandung, Jawa Barat.","Tempat Ibadah","Bandung","0","4.7","082127274547","{'lat': -6.919424999999999, 'lng': 107.6078639}","-6.919424999999999","107.6078639"
"74","Situ Cileunca","Situ Cileunca yang berlokasi di Warnasari, Pangalengan, Bandung, Jawa Barat adalah sebuah danau buatan dengan luas mencapai 1.400 hektar dengan latar belakang perbukitan dan pegunungan yang indah. Selain difungsikan sebagai objek wisata, Situ Cileunca juga berfungsi sebagai pembangkit listrik tenaga air (PLTA). Air yang berasal dari danau tersebut dialirkan melalui Sungai Palayangan. Sungai ini pula yang sering dijadikan sebagai arena ber-arung jeram. Kedalaman danau mencapai 17 meter, dan sebelum tahun 1918, ini merupakan hutan belantara yang kemudian diubah menjadi situ, yang berfungsi melayani kebutuhan air masyarakat.","Cagar Alam","Bandung","2500","4.4","085156270730","{'lat': -7.192328099999997, 'lng': 107.5510012}","-7.192328099999997","107.5510012"
"75","Sunrise Point Cukul","Sunrise Point Cukul merupakan salah satu tempat wisata populer bagi wisatawan untuk melihat matahari terbit di kawasan Bandung Selatan. Mereka bisa melihat sunrise dari ketinggian 1.600 meter di atas permukaan laut. Sunrise Point Cukul merupakan salah satu tempat wisata populer bagi wisatawan untuk melihat matahari terbit di kawasan Bandung Selatan. Mereka bisa melihat sunrise dari ketinggian 1.600 meter di atas permukaan laut.","Cagar Alam","Bandung","10000","4.6","082240009003","{'lat': -7.233689000000002, 'lng': 107.5342933}","-7.233689000000002","107.5342933"
"76","Sungai Palayangan","Sungai Palayangan terletak di Kawasan Objek Wisata Situ Cileunca Pangalengan Kab. Bandung, sekitar 45 Km atau kurang lebih 2 jam perjalanan dari pusat Kota Bandung. Adalah lokasi Arung Jeram yang paling Populer di Kawasan Bandung Selatan karena memiliki beberapa kelebihan dibandingkan dengan sungai-sungai yang lain.\nBerikut adalah kelebihan-kelebihan Arung Jeram di Sungai Palayangan :","Cagar Alam","Bandung","150000","4.6","081285000041","{'lat': -7.1965023, 'lng': 107.5454594}","-7.1965023","107.5454594"
"77","Perkebunan Teh Malabar","Salah satu perkebunan teh yang cukup terkenal di Jawa Barat adalah perkebunan teh Malabar yang dibangun pada masa penjajahan kolonial Belanda tahun 1896. Perkebunan ini masuk dalam wilayah kecamatan Pangalengan Kabupaten Bandung, kira-kira 45 km dari pusat Kota Bandung. Jika anda berkunjung ke daerah ini, maka mata akan akan dimanjakan dengan aktivitas penduduk setempat yang mayoritas penduduknya menjadi pemetik teh dan memelihara sapi perah. Jadi jangan heran apabila anda memasuki daerah ini, anda akan melihat penduduk yang sedang memetik di kebun teh dan memelihara sapi. Namun, untuk mencapai perkebunan Malabar yang ada di Pangalengan ini, anda harus menempuh perjalanan yang panjang dan berkelok-kelok membuat anda harus berhati-hati.","Cagar Alam","Bandung","5000","4.4","(022) 2038996","{'lat': -7.2274463, 'lng': 107.6050805}","-7.2274463","107.6050805"
"78","Pemandian Air Panas Ciater","Di Subang, terdapat kawasan pemandian Air Panas Ciater yang sering menjadi incaran wisatawan. Kawasan wisata yang buka 24 jam ini memiliki suhu air sekitar 43-46 derajat celcius. Sangat cocok untuk menyegarkan badan wisatawan. Terdapat berbagai kolam pemandian air panas di sini. Baik untuk dewasa maupun anak-anak. Untuk suhu air pada kolam anak terbatas hanya mencapai 39 derajat Celcius sedangkan kolam dewasa bisa mencapai 46 derajat Celcius.","Cagar Alam","Bandung","15000","4.3","(0260) 471700","{'lat': -6.738085299999999, 'lng': 107.6566092}","-6.738085299999999","107.6566092"
"79","Observatorium Bosscha","Observatorium Bosscha merupakan salah satu tempat peneropongan bintang tertua di Indonesia. Observatorium Bosscha (dahulu bernama Bosscha Sterrenwacht) dibangun oleh Nederlandsch-Indische Sterrenkundige Vereeniging (NISV) atau Perhimpunan Bintang Hindia Belanda. Observatorium Bosscha berlokasi di Lembang, Jawa Barat, sekitar 15 km di bagian utara Kota Bandung dengan koordinat geografis 107Â° 36' Bujur Timur dan 6Â° 49' Lintang Selatan. Tempat ini berdiri di atas tanah seluas 6 hektare, dan berada pada ketinggian 1310 meter di atas permukaan laut atau pada ketinggian 630 m dari dataran tinggi Bandung. Kode observatorium Persatuan Astronomi Internasional untuk observatorium Bosscha adalah 299. Tahun 2004, Observatorium Bosscha dinyatakan sebagai Benda Cagar Budaya oleh Pemerintah. Karena itu keberadaan Observatorium Bosscha dilindungi oleh UU Nomor 2/1992 tentang Benda Cagar Budaya. Selanjutnya, tahun 2008, Pemerintah menetapkan Observatorium Bosscha sebagai salah satu Objek Vital nasional yang harus diamankan.","Cagar Alam","Bandung","25000","4.5","(022) 2786027","{'lat': -6.8246311, 'lng': 107.6171106}","-6.8246311","107.6171106"
"80","Taman Bunga Cihideung","Taman Bunga Cihideung mempunyai pesona alam yang sederhana namun mampu menghasilkan landscape yang menyita perhatian. Pesona dari kebun / taman bunga ini padahal hanya sebatas tumbuhan sejenis bunga. Lalu ada pula beberapa daya tarik lain sehingga membuat destinasi wisata alam ini masuk ke dalam list wisata Bandung. Salah satunya yaitu area spot foto yang sangat kekinian dan instagramable yang menjadi incaran utama wisatawan remaja. Khususnya bagi para influencer yang sedang mencari latar sempurna untuk sebuah konten.","Cagar Alam","Bandung","0","4.1","081953581858","{'lat': -6.8038883, 'lng': 107.5866313}","-6.8038883","107.5866313"
"81","The Lodge Maribaya","The Lodge Maribaya adalah salah satu tempat wisata di Lembang yang menawarkan berbagai hal pada pengunjung. Disini kita bisa melakukan berbagai akitivitas seperti camping, trekking mengelilingi area hutan pinus yang indah, acara gathering dan team building, atau bahkan hanya sekedar refreshing menikmati kuliner. Terdapat juga berbagai wahana yang pastinya instagrammable banget. Di kelilingi oleh pegunungan dengan hutan pinus yang khas, udara dan suasana disini memang segar banget. Ingin mengadakan private gathering, atau bahkan acara pernikahan disini? bisa banget. Dengan backdrop pegunungan hijau yang indah, tentunya bakal membuat acara anda lebih berkesan.","Cagar Alam","Bandung","25000","4.3","08112264808","{'lat': -6.829411199999999, 'lng': 107.6874666}","-6.829411199999999","107.6874666"
"82","Taman Hutan Raya Ir. H. Juanda","Taman Hutan Raya Ir. H. Djuanda (Tahura Djuanda) merupakan kawasan konservasi yang terpadu antara alam sekunder dengan hutan tanaman dengan jenis Pinus (Pinus merkusil) yang terletak di Sub-Daerah Aliran Sungai Cikapundung dan DAS Citarum yang membentang mulai dari Curug Dago, Dago Pakar sampai Curug Maribaya yang merupakan bagian dari kelompok hutan Gunung Pulosari. Tahura Djuanda terletak di sebelah utara Kota Bandung berjarak kurang lebih 7 km dari pusat kota, secara geografis berada pada 1070 30â€™ BT dan 60 52â€™ LS, secara administrasi berada di wilayah Desa Ciburial, Kecamatan Cimenyan, Kabupaten Bandung dan sebagian masuk Desa Mekarwangi, Desa Cibodas, Desa Langensari, dan Desa Wangunharja, Kecamatan Lembang, Kabupaten Bandung Barat serta Kelurahan Dago, Kecamatan Coblong, Kota Bandung.","Cagar Alam","Bandung","11000","4.5","(022) 2507891","{'lat': -6.8585841, 'lng': 107.6306089}","-6.8585841","107.6306089"
"83","Taman Begonia","Taman Begonia Bandung terletak pada ketinggian 1200 meter di atas laut. Selain balinea, ada beraneka jenis bunga lainnya seperti salvia, impatiens, geranium, dan celosia. Saking indahnya banyak orang yang menyebut setara dengan taman Himawari no Sato di Jepang. Bunga Balinea itu sendiri merupakan jenis bunga Begonia yang berasal dari Bali. Tanaman yang cocok ditanam di berbagai cuaca ini akan tumbuh di sepanjang musim. Bunga Balinea adalah tanaman yang sering ditanam di perkebunan dan pekarangan hotel serta taman kota Keistimewaan Taman Bunga Begonia bukan hanya dari keberadaan bunga dan tanaman yang ada, melainkan juga dari tatanan taman yang menarik. Warna-warni taman bunga juga dilengkapi dengan berbagai bentukan yang cocok untuk berfoto-foto. Bahkan memang banyak pengunjung yang datang ke sini hanya untuk mengabadikan keindahan tamannya. Selain itu, karena berada di dataran tinggi, para pengunjung pasti akan nyaman beraktivitas di sana dengan suhu yang sejuk dan menyegarkan.","Cagar Alam","Bandung","10000","4.4","0811234983","{'lat': -6.8260163, 'lng': 107.6383564}","-6.8260163","107.6383564"
"84","Tafso Barn","Nama Punclut mungkin sudah cukup akrab di telinga wisatawan. Kawasan dataran tinggi di Bandung yang belakangan populer sebagai destinasi wisata. Selain menawarkan pemandangan yang indah, kawasan ini juga memiliki banyak tempat wisata untuk rekreasi. Salah satunya adalah kawasan wisata sekaligus restoran Tafso dan Boda Barn atau sering dikenal juga dengan Tafso Barn. Tempat rekreasi ini memadukan tempat makan dengan nuansa taman dan gudang yang unik. Pemandangan perbukitan yang dipotong garis horison menjadi incaran utama pengunjung. Sangat tepat nongkrong dan bersantai ketika berlibur di Bandung.","Cagar Alam","Bandung","0","4.2","087875008882","{'lat': -6.8426446, 'lng': 107.6228408}","-6.8426446","107.6228408"
"85","Curug Cimahi","Curug Cimahi adalah air terjun yang terletak di Jalan Kolonel Masturi, Desa Kertawangi, Kecamatan Cisarua, Kabupaten Bandung Barat, Jawa Barat. Dengan ketinggian sekitar 87 meter, menjadikan air terjun ini sebagai salah satu curug tertinggi di wilayah Bandung dan sekitarnya. Nama Cimahi berasal dari nama sungai yang mengalir di atasnya yaitu Sungai Cimahi yang berhulu di Situ (danau) Lembang dan mengalir ke Kota Cimahi. Destinasi wisata ini berjarak kurang lebih 10 kilometer dari Kota Cimahi ke arah Lembang atau 20 kilometer dari Kota Bandung.","Cagar Alam","Bandung","15000","4.6","082219123245","{'lat': -6.797738300000002, 'lng': 107.5783691}","-6.797738300000002","107.5783691"
"86","Situ Patenggang","Situ Patenggang atau Situ Patengan adalah suatu danau yang terletak di kawasan objek wisata alam Bandung Selatan, Jawa Barat, Indonesia, tepatnya di Ciwidey. Terletak di ketinggian 1600 meter di atas permukaan laut, danau ini memiliki pemandangan yang sangat eksotik. Situ patenggang juga memiliki pemandangan alam yang asri, karena disekitarnya terdapat hamparan kebun teh.\nLuas Situ Patenggang sekitar 45.000 hektar. Serta total luas cagar alamnya mencapai 123.077,15 hektar. Situ patenggang selalu menjadi pilihan wisatawan terutama bagi mereka yang baru pulang dari tempat wisata Kawah Putih. Jaraknya dari wisata kawah putih hanya sekitar 7 KM dan membutuhkan waktu sekitar 10 menit saja.","Cagar Alam","Bandung","20000","4.5","081323739973","{'lat': -7.1669649, 'lng': 107.3575344}","-7.1669649","107.3575344"
